project_name,file_name,Skip_Ansible_Lint,Local_Only_Test,Assertion_Roulette,External_Dependency,No_ENV_CleanUp
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_share_snapshots.py,0,0,4,2,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_share_types_extra_specs.py,0,0,16,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_share_unmanage.py,0,0,8,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\__init__.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\stubs.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_availability_zones.py,0,0,2,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_messages.py,0,0,2,8,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_quota_class_sets.py,0,0,4,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_quota_sets.py,0,0,20,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_services.py,0,0,9,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_shares.py,0,0,34,10,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_export_locations.py,0,0,1,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_groups.py,0,0,47,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_group_snapshots.py,0,0,27,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_group_types.py,0,0,20,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_group_type_specs.py,0,0,16,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_instances.py,0,0,8,1,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_instance_export_locations.py,0,0,1,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_networks.py,0,0,13,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_replicas.py,0,0,26,0,1
